SurveyID,MEPSID,ServiceID,SurveyReturnedYear,SurveyReturnedMonth,CompletedSurvey,TotalSurvey
16,54,2,2012,12,27,42
16,54,3,2012,12,12,75
16,54,4,2012,12,21,51
16,56,1,2012,12,0,79
16,56,2,2012,12,24,25
16,56,3,2012,12,46,47
16,56,4,2012,12,21,42
16,57,1,2012,12,59,64
16,57,2,2012,12,23,23
16,57,3,2012,12,37,42
16,57,4,2012,12,20,52
16,58,1,2012,12,12,28
16,58,2,2012,12,11,19
16,58,3,2012,12,0,26
16,58,4,2012,12,18,19
16,59,1,2012,12,34,48
16,59,2,2012,12,39,40
16,59,3,2012,12,52,59
16,59,4,2012,12,11,31
16,60,1,2012,12,4,8
16,60,2,2012,12,8,9
16,60,3,2012,12,16,16
16,60,4,2012,12,15,16
16,61,1,2012,12,48,72
16,61,2,2012,12,14,39
16,61,3,2012,12,39,56
16,61,4,2012,12,0,32
16,62,1,2012,12,78,82
16,62,2,2012,12,36,41
16,62,3,2012,12,18,55
16,62,4,2012,12,24,43
16,63,1,2012,12,0,28
16,63,2,2012,12,13,14
16,63,3,2012,12,20,45
16,63,4,2012,12,21,26
16,64,1,2012,12,22,26
16,64,2,2012,12,11,11
16,64,3,2012,12,19,23
16,64,4,2012,12,14,16
16,65,1,2012,12,14,21
16,65,2,2012,12,5,10
16,65,3,2012,12,16,16
16,65,4,2012,12,10,10
16,66,1,2012,12,28,89
16,66,2,2012,12,45,48
16,66,3,2012,12,0,6
16,66,4,2012,12,25,47
16,67,1,2012,12,70,84
16,67,2,2012,12,89,105
16,67,3,2012,12,50,59
16,67,4,2012,12,34,47
16,70,1,2012,12,0,17
16,70,2,2012,12,23,26
16,70,3,2012,12,0,18
16,70,4,2012,12,3,5
16,71,1,2012,12,12,15
16,71,2,2012,12,6,8
16,71,3,2012,12,10,12
16,71,4,2012,12,11,12
16,72,1,2012,12,19,157
16,72,2,2012,12,56,65
16,72,3,2012,12,51,58
16,72,4,2012,12,49,52
16,73,1,2012,12,0,29
16,73,2,2012,12,0,18
16,73,3,2012,12,0,15
16,73,4,2012,12,13,17
16,74,1,2012,12,3,184
16,74,2,2012,12,14,98
16,74,3,2012,12,17,130
16,74,4,2012,12,60,67
16,75,1,2012,12,25,54
16,75,2,2012,12,9,79
16,75,3,2012,12,0,61
16,75,4,2012,12,32,41
16,76,1,2012,12,48,120
16,76,2,2012,12,51,60
16,76,3,2012,12,61,65
16,76,4,2012,12,50,69
16,77,1,2012,12,53,67
16,77,2,2012,12,47,48
16,77,3,2012,12,42,44
16,77,4,2012,12,0,37
16,78,1,2012,12,17,46
16,78,2,2012,12,7,17
16,78,3,2012,12,14,22
16,78,4,2012,12,21,51
16,79,1,2012,12,2,54
16,79,2,2012,12,16,34
16,79,3,2012,12,23,41
16,79,4,2012,12,17,29
16,80,1,2012,12,26,26
16,80,2,2012,12,6,14
16,80,3,2012,12,23,24
16,80,4,2012,12,29,29
16,81,1,2012,12,7,13
16,81,2,2012,12,2,5
16,81,3,2012,12,0,6
16,81,4,2012,12,0,8
16,1,1,2013,1,6,49
16,1,2,2013,1,32,34
16,1,3,2013,1,46,56
16,1,4,2013,1,18,33
16,2,1,2013,1,58,128
16,2,2,2013,1,1,74
16,2,3,2013,1,71,107
16,2,4,2013,1,7,70
16,3,1,2013,1,59,77
16,3,2,2013,1,42,57
16,3,3,2013,1,38,68
16,3,4,2013,1,20,28
16,4,1,2013,1,2,33
16,4,2,2013,1,7,27
16,4,3,2013,1,3,20
16,4,4,2013,1,15,18
16,5,1,2013,1,6,173
16,5,2,2013,1,67,170
16,5,3,2013,1,48,140
16,5,4,2013,1,0,57
16,6,1,2013,1,0,63
16,6,2,2013,1,35,46
16,6,3,2013,1,11,57
16,6,4,2013,1,0,78
16,10,1,2013,1,65,98
16,10,2,2013,1,0,58
16,10,3,2013,1,0,59
16,10,4,2013,1,4,29
16,11,1,2013,1,24,35
16,11,2,2013,1,19,52
16,11,3,2013,1,23,35
16,11,4,2013,1,41,62
16,12,1,2013,1,21,58
16,12,2,2013,1,35,35
16,12,3,2013,1,32,34
16,12,4,2013,1,29,30
16,13,1,2013,1,4,59
16,13,2,2013,1,41,47
16,13,3,2013,1,22,52
16,13,4,2013,1,10,52
16,14,1,2013,1,0,67
16,14,2,2013,1,29,46
16,14,3,2013,1,25,28
16,14,4,2013,1,20,35
16,17,1,2013,1,4,208
16,17,2,2013,1,2,91
16,17,3,2013,1,47,87
16,17,4,2013,1,64,77
16,20,1,2013,1,0,149
16,20,2,2013,1,47,118
16,20,3,2013,1,17,71
16,20,4,2013,1,58,67
16,21,1,2013,1,0,32
16,21,2,2013,1,16,17
16,21,3,2013,1,16,30
16,21,4,2013,1,0,24
16,22,1,2013,1,10,78
16,22,2,2013,1,44,57
16,22,3,2013,1,48,54
16,22,4,2013,1,29,31
16,23,1,2013,1,0,112
16,23,2,2013,1,59,72
16,23,3,2013,1,59,82
16,23,4,2013,1,27,39
16,24,1,2013,1,21,138
16,24,2,2013,1,44,61
16,24,3,2013,1,31,51
16,24,4,2013,1,42,57
16,25,1,2013,1,74,155
16,25,2,2013,1,86,134
16,25,3,2013,1,62,66
16,25,4,2013,1,83,95
16,26,1,2013,1,31,61
16,26,2,2013,1,49,52
16,26,3,2013,1,16,28
16,26,4,2013,1,0,46
16,27,1,2013,1,30,38
16,27,2,2013,1,39,42
16,27,3,2013,1,48,55
16,27,4,2013,1,1,38
16,28,1,2013,1,61,131
16,28,2,2013,1,41,42
16,28,3,2013,1,56,63
16,28,4,2013,1,0,80
16,29,1,2013,1,18,69
16,29,2,2013,1,61,64
16,29,3,2013,1,47,50
16,29,4,2013,1,30,45
16,30,1,2013,1,0,60
16,30,2,2013,1,0,19
16,30,3,2013,1,6,12
16,30,4,2013,1,10,14
16,31,1,2013,1,118,157
16,31,2,2013,1,48,64
16,31,3,2013,1,38,42
16,31,4,2013,1,41,45
16,32,1,2013,1,27,141
16,32,2,2013,1,50,114
16,32,3,2013,1,25,53
16,32,4,2013,1,0,53
16,36,1,2013,1,24,28
16,36,2,2013,1,12,22
16,36,3,2013,1,9,15
16,36,4,2013,1,0,14
16,37,1,2013,1,9,25
16,37,2,2013,1,5,20
16,37,3,2013,1,16,17
16,37,4,2013,1,12,13
16,38,1,2013,1,129,150
16,38,2,2013,1,112,135
16,38,3,2013,1,24,99
16,38,4,2013,1,63,77
16,39,1,2013,1,65,98
16,39,2,2013,1,2,83
16,39,3,2013,1,49,74
16,39,4,2013,1,35,55
16,40,1,2013,1,31,44
16,40,2,2013,1,14,20
16,40,3,2013,1,15,16
16,40,4,2013,1,8,24
16,41,1,2013,1,25,184
16,41,2,2013,1,120,126
16,41,3,2013,1,62,86
16,41,4,2013,1,0,79
16,42,1,2013,1,12,19
16,42,2,2013,1,9,14
16,42,3,2013,1,9,11
16,42,4,2013,1,7,15
16,43,1,2013,1,3,90
16,43,2,2013,1,37,43
16,43,3,2013,1,53,61
16,43,4,2013,1,59,85
16,44,1,2013,1,0,57
16,44,2,2013,1,15,29
16,44,3,2013,1,14,22
16,44,4,2013,1,8,26
16,45,1,2013,1,1,34
16,45,2,2013,1,36,40
16,45,3,2013,1,16,21
16,45,4,2013,1,27,37
16,46,1,2013,1,32,68
16,46,2,2013,1,21,73
16,46,3,2013,1,29,39
16,46,4,2013,1,0,46
16,47,1,2013,1,11,80
